model_name,country,country_code,language,data_source,PC1,PC2,PC1_rescaled,PC2_rescaled
gemini-3-pro-preview,Macao,446.0,zh-cn,Multilingual,-0.40768721014597364,0.4926083985698573,-0.3579138503642123,0.7830995216974702
gemini-3-pro-preview,Trinidad and Tobago,780.0,en-native,Multilingual,-0.7915522024693596,-0.9935661473197646,-1.0527094864695412,-1.609641497184821
gemini-3-pro-preview,Lebanon,422.0,en,Multilingual,-1.9924496186832357,0.36468570352553326,-3.2263338098166567,0.5771439826761086
gemini-3-pro-preview,Spain,724.0,es,Multilingual,2.552000531432907,1.4861355895747408,4.999120961893562,2.3826782992153333
gemini-3-pro-preview,Austria,40.0,en,Multilingual,1.7357654508915998,2.280079039143053,3.5217354661137956,3.660927253020316
gemini-3-pro-preview,Tunisia,788.0,en,Multilingual,-1.7228029550370931,-0.37549446712963647,-2.7382733486171387,-0.6145460920787148
gemini-3-pro-preview,Italy,380.0,it,Multilingual,0.7280441430662414,1.024372751265593,1.6977598989498972,1.6392401295376047
gemini-3-pro-preview,Morocco,504.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Rwanda,646.0,fr,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Korea,410.0,ko,Multilingual,0.21834231059831274,0.9237912386490134,0.775199582182946,1.4773038942249115
gemini-3-pro-preview,Macao,446.0,en,Multilingual,-0.5396549857115325,0.42933358489608203,-0.5967755241378738,0.6812270716826921
gemini-3-pro-preview,Ghana,288.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Japan,392.0,ja,Multilingual,0.21798026782791063,1.103887723701946,0.7745442847685182,1.767259235160133
gemini-3-pro-preview,Peru,604.0,es,Multilingual,-0.7145607188192831,-0.8834487855871684,-0.9133549010629024,-1.4323525447953414
gemini-3-pro-preview,Zambia,894.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,South Africa,710.0,en-native,Multilingual,-0.35934008924872185,-0.5957265492592595,-0.2704055615401866,-0.9691197443074079
gemini-3-pro-preview,Brazil,76.0,en,Multilingual,0.28656723656010746,-0.5105042131910782,0.8986866981737945,-0.8319117832376359
gemini-3-pro-preview,Korea,410.0,en,Multilingual,0.2280172187996507,0.905988546672855,0.7927111660273678,1.4486415601432967
gemini-3-pro-preview,Germany,276.0,en,Multilingual,1.8774081346584965,2.3255511608406696,3.778108723731879,3.7341373689534785
gemini-3-pro-preview,France,250.0,en,Multilingual,2.360537599877882,2.523034582586153,4.652573055778967,4.052085677963707
gemini-3-pro-preview,United Kingdom,826.0,en-native,Multilingual,3.015335973562181,1.9821732385190727,5.837758112147547,3.1812989140157075
gemini-3-pro-preview,New Zealand,554.0,en-native,Multilingual,3.379709649241016,1.7359930054295496,6.497274465126239,2.7849487387415754
gemini-3-pro-preview,Germany,276.0,de,Multilingual,1.8677332264571584,2.343353852816828,3.760597139887457,3.7627997030350935
gemini-3-pro-preview,Austria,40.0,de,Multilingual,1.6949933965271842,1.224203627107347,3.4479380477142034,1.960967839642829
gemini-3-pro-preview,Philippines,608.0,en-native,Multilingual,-1.0244799646756997,-1.2002108779977396,-1.4743087360630165,-1.9423395135763608
gemini-3-pro-preview,Ecuador,218.0,en,Multilingual,-0.5825929432537243,-0.8201739719133931,-0.6744932272892411,-1.330480094780563
gemini-3-pro-preview,Pakistan,586.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-3-pro-preview,Libya,434.0,en,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
gemini-3-pro-preview,Mexico,484.0,en,Multilingual,-0.4506251676881655,-0.756899158239618,-0.4356315535155796,-1.228607644765785
gemini-3-pro-preview,Venezuela,862.0,en,Multilingual,-0.2931165466884778,-0.931571073260146,-0.15054094950614483,-1.5098294279488351
gemini-3-pro-preview,Italy,380.0,en,Multilingual,0.6115802619630715,0.9210503859266054,1.4869602741531596,1.4728911213418348
gemini-3-pro-preview,Canada,124.0,en-native,Multilingual,3.1131087227779806,1.4168780843382651,6.0147267882281445,2.2711737157846072
gemini-3-pro-preview,Russia,643.0,en,Multilingual,-0.40780508389199926,-0.35187653974380934,-0.35812720184451874,-0.5765212289875331
gemini-3-pro-preview,Morocco,504.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,South Africa,710.0,en-native,Multilingual,-0.4090022577879944,1.2542421026165618,-0.36029408659626994,2.009329785212665
gemini-2.5-pro,Guatemala,320.0,en,Multilingual,-1.2759871115921884,-0.40453329238191177,-1.929536671981861,-0.661298600734878
gemini-2.5-pro,Iraq,368.0,en,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-2.5-pro,Australia,36.0,en-native,Multilingual,2.6024474939986604,2.5242083096342878,5.090429964137575,4.053975378511204
gemini-2.5-pro,France,250.0,en,Multilingual,1.951246472655185,2.6188946665140516,3.911756115505885,4.206420413087623
gemini-2.5-pro,Belgium,56.0,fr,Multilingual,1.861327112636338,1.5876169428481126,3.7490020738717718,2.5460632779854615
gemini-2.5-pro,Palestine,275.0,en,Multilingual,-1.4727989559249401,-0.4800965720827807,-2.285766110224142,-0.7829554810532771
gemini-2.5-pro,Austria,40.0,en,Multilingual,0.620982484632307,2.2371173863456684,1.5039782971844757,3.5917589920165267
gemini-2.5-pro,Japan,392.0,en,Multilingual,1.150075810423789,1.3793715351612295,2.4616372168670577,2.21078817160958
gemini-2.5-pro,Libya,434.0,ar,Multilingual,-2.191733969697533,0.1734908361430035,-3.587038485152535,0.26932024619023565
gemini-2.5-pro,Tunisia,788.0,en,Multilingual,-1.5420979887329438,0.8180227165466963,-2.4111973596066285,1.307016573640181
gemini-2.5-pro,Bolivia,68.0,es,Multilingual,-0.41897997668646514,-0.14260132991451777,-0.3783537578025019,-0.23958814116237362
gemini-2.5-pro,Nicaragua,558.0,es,Multilingual,-2.00349024530517,1.2525935101872723,-3.246317344002358,2.006675551401509
gemini-2.5-pro,Brazil,76.0,en,Multilingual,0.05056398410600765,0.24512582075953734,0.47152081123187384,0.38465257142285514
gemini-2.5-pro,Italy,380.0,en,Multilingual,0.5080442572286719,1.7388883825209605,1.2995601055838961,2.7896102958587465
gemini-2.5-pro,Argentina,32.0,es,Multilingual,0.8645576771284025,2.7330635305822786,1.9448493956024087,4.390232284237469
gemini-2.5-pro,Egypt,818.0,ar,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-2.5-pro,Kenya,404.0,en-native,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Spain,724.0,en,Multilingual,1.7674660161032767,2.3876522474663093,3.579113489146931,3.8341201184207585
gemini-2.5-pro,Korea,410.0,en,Multilingual,-0.013685287369905862,1.103977379618606,0.3552296298604704,1.7674035811859559
gemini-2.5-pro,Qatar,634.0,en,Multilingual,-0.652108103294979,-1.9912867095525442,-0.8003156669639121,-3.215971602379596
gemini-2.5-pro,Switzerland,756.0,fr,Multilingual,2.6193171068816454,1.6140556432834954,5.120963963455778,2.588629585686428
gemini-2.5-pro,Mexico,484.0,es,Multilingual,-0.21186841922077426,-0.5724992872506967,-0.003481838789601399,-0.9317238524736217
gemini-2.5-pro,Macao,446.0,zh-cn,Multilingual,0.20170594167299424,0.17721834302567216,0.7450877544281196,0.27532153227133216
gemini-2.5-pro,Italy,380.0,it,Multilingual,1.278977954055835,0.973984789035311,2.6949500968410613,1.558115510346851
gemini-2.5-pro,Argentina,32.0,en,Multilingual,1.433548514191502,1.9406172726662705,2.9747228106866186,3.1143938089926957
gemini-2.5-pro,Austria,40.0,de,Multilingual,1.1207838588337855,1.4290073457197066,2.4086187844891516,2.290701826608728
gemini-2.5-pro,Uruguay,858.0,en,Multilingual,1.2935236887637598,2.548157571429187,2.721277876662405,4.092533690000991
gemini-2.5-pro,Peru,604.0,es,Multilingual,-0.6289867528948648,0.14445362139591056,-0.7584660227397054,0.222570330447416
gemini-2.5-pro,France,250.0,fr,Multilingual,0.7847207839770257,2.4280983343136895,1.8003446189984165,3.8992383182450405
gemini-2.5-pro,Algeria,12.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Egypt,818.0,en,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-2.5-pro,Lebanon,422.0,ar,Multilingual,-1.5236339742344365,2.3169109005406936,-2.3777774933643303,3.720226549870517
gemini-2.5-pro,Trinidad and Tobago,780.0,en-native,Multilingual,-0.9602388794747209,-0.11001605966039434,-1.3580323718492449,-0.1871258560532349
gemini-2.5-pro,Kyrgyzstan,417.0,en,Multilingual,-0.5869668538558785,-0.5142610195676307,-0.6824100054791401,-0.8379602415038855
gemini-2.5-pro,Colombia,170.0,es,Multilingual,-0.0954045381176041,-0.469176921911709,0.20731778600713657,-0.7653748442778515
gemini-2.5-pro,United Kingdom,826.0,en-native,Multilingual,1.834782591552015,2.5155723011750637,3.7009564907091472,4.040071404891853
gemini-2.5-pro,Kazakhstan,398.0,ru,Multilingual,-0.36250370017785466,-0.3809163958264718,-0.276131697321917,-0.6232753972806196
gemini-2.5-pro,Lebanon,422.0,en,Multilingual,-1.6652766580013332,2.271438778843077,-2.634150750982413,3.6470164339373543
gemini-2.5-pro,Haiti,332.0,fr,Multilingual,-3.0640446346634707,1.5936470743008726,-5.165920788740882,2.5557717896244054
gemini-2.5-pro,Burkina Faso,854.0,fr,Multilingual,-2.7762287012230216,1.005984645724224,-4.64497394921367,1.609635279616001
gemini-2.5-pro,Kuwait,414.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Germany,276.0,de,Multilingual,1.3297431180494204,1.6023995211260775,2.7868350436694507,2.5698632290129853
gemini-2.5-pro,Ireland,372.0,en-native,Multilingual,2.525456010348584,2.414090947901692,4.951075378730937,3.876686426121725
gemini-2.5-pro,Taiwan,158.0,zh-tw,Multilingual,0.9617764897978959,2.2014603747398533,2.1208154465341917,3.5343512033311644
gemini-2.5-pro,Palestine,275.0,ar,Multilingual,-2.6244116371006454,1.0325872244156469,-4.370185063152168,1.6524654313091915
gemini-2.5-pro,Rwanda,646.0,fr,Multilingual,-1.0458128453991393,-1.1379184666434734,-1.5129212501724423,-1.8420487312959923
gemini-2.5-pro,Jordan,400.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Kuwait,414.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Hong Kong,344.0,en-native,Multilingual,-0.1163329866657517,3.733017246868114,0.16943729413498942,6.000157767457664
gemini-2.5-pro,Morocco,504.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Mali,466.0,fr,Multilingual,-2.308197850800703,0.0701684708040161,-3.7978381099492724,0.10297123799446593
gemini-2.5-pro,Zambia,894.0,en-native,Multilingual,-1.187455529166036,-1.1833905883410902,-1.7692945077905256,-1.9152588472291554
gemini-2.5-pro,Luxembourg,442.0,fr,Multilingual,2.662552935618879,0.8141471039563982,5.199220813470171,1.3007768373698012
gemini-2.5-pro,Brazil,76.0,pt,Multilingual,-0.32708195211498886,0.955283733012536,-0.2120183333281298,1.5280068101501831
gemini-2.5-pro,Hong Kong,344.0,zh-cn,Multilingual,-0.570240023380231,3.5775665452148075,-0.6521344423182182,5.749882137795841
gemini-2.5-pro,Iraq,368.0,ar,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-2.5-pro,United States,840.0,en-native,Multilingual,1.3422634357520589,1.7794446636859123,2.8094968187112266,2.854905908534319
gemini-2.5-pro,Luxembourg,442.0,en,Multilingual,2.5927725857973223,2.5420110016104465,5.072918380293153,4.0826377125928195
gemini-2.5-pro,Venezuela,862.0,en,Multilingual,-1.6385947075332712,1.5225130545390229,-2.585856420635221,2.4412460178078272
gemini-2.5-pro,Uruguay,858.0,es,Multilingual,1.3031985969650977,2.5303548794530286,2.7387894605068266,4.063871355919376
gemini-2.5-pro,Singapore,702.0,en-native,Multilingual,0.4203103560253148,0.23578749933802123,1.1407617444058198,0.3696178739342142
gemini-2.5-pro,Peru,604.0,en,Multilingual,-0.724235627020621,-0.86564609361101,-0.9308664849073242,-1.4036902107137261
gemini-2.5-pro,Yemen,887.0,en,Multilingual,-2.5454514514637583,-0.8053068808475886,-4.2272671271494024,-1.3065440781646178
gemini-2.5-pro,Canada,124.0,fr,Multilingual,2.6684644125360775,1.5894579549137287,5.2099205866903,2.5490273074111034
gemini-2.5-pro,Switzerland,756.0,de,Multilingual,2.552000531432907,1.4861355895747408,4.999120961893562,2.3826782992153333
gemini-2.5-pro,Macao,446.0,en,Multilingual,-0.03429731078110558,0.9328483769762875,0.3179218674861989,1.491885886931823
gemini-2.5-pro,Chile,152.0,es,Multilingual,0.32101083250933043,0.5686829095637171,0.9610296068418881,0.9055794843975846
gemini-2.5-pro,New Zealand,554.0,en-native,Multilingual,2.5927725857973223,2.5420110016104465,5.072918380293153,4.0826377125928195
gemini-2.5-pro,Belarus,112.0,en,Multilingual,-1.072366789315324,1.3327746727334058,-1.5609838886607363,2.1357672231007836
gemini-2.5-pro,Haiti,332.0,en,Multilingual,-2.166555167033806,0.11564059250163304,-3.541464852331189,0.1761813539276292
gemini-2.5-pro,Mali,466.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Ghana,288.0,en-native,Multilingual,-1.187455529166036,-1.1833905883410902,-1.7692945077905256,-1.9152588472291554
gemini-2.5-pro,Ecuador,218.0,en,Multilingual,-0.25097877390346585,-0.7458007759100207,-0.07427158076527318,-1.2107392492151334
gemini-2.5-pro,Switzerland,756.0,it,Multilingual,2.010741628644652,1.5187208598288642,4.0194423478468195,2.4351405843244716
gemini-2.5-pro,Malta,470.0,en-native,Multilingual,0.1856072499193259,-0.6538741301952781,0.7159491223539799,-1.0627373496143977
gemini-2.5-pro,Burkina Faso,854.0,en,Multilingual,-2.075270088594363,0.2768132014819912,-3.3762388603557976,0.4356692543860058
gemini-2.5-pro,Belarus,112.0,ru,Multilingual,-1.066537803054273,1.310529813044352,-1.5504334235282342,2.099952999001407
gemini-2.5-pro,Germany,276.0,en,Multilingual,1.3031985969650977,2.5303548794530286,2.7387894605068266,4.063871355919376
gemini-2.5-pro,Kazakhstan,398.0,en,Multilingual,-0.37800759464024336,-0.34086884416125945,-0.30419374629884055,-0.5587988390996278
gemini-2.5-pro,Zimbabwe,716.0,en-native,Multilingual,-2.191733969697533,0.1734908361430035,-3.587038485152535,0.26932024619023565
gemini-2.5-pro,Tunisia,788.0,ar,Multilingual,-1.5686425098172667,1.745978074873647,-2.459242942769253,2.8010247005465723
gemini-2.5-pro,Qatar,634.0,ar,Multilingual,-0.652108103294979,-1.9912867095525442,-0.8003156669639121,-3.215971602379596
gemini-2.5-pro,Jordan,400.0,ar,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Bolivia,68.0,en,Multilingual,-0.25097877390346585,-0.7458007759100207,-0.07427158076527318,-1.2107392492151334
gemini-2.5-pro,Belgium,56.0,de,Multilingual,1.861327112636338,1.5876169428481126,3.7490020738717718,2.5460632779854615
gemini-2.5-pro,Portugal,620.0,pt,Multilingual,1.542913505186953,1.1005344163828614,3.172673444388385,1.761860410376407
gemini-2.5-pro,Japan,392.0,ja,Multilingual,0.33444414893108076,1.2072100890409336,0.9853439095652562,1.9336082433559032
gemini-2.5-pro,Venezuela,862.0,es,Multilingual,-1.4498029383022855,2.1422354528965273,-2.244143318327137,3.4389990791634095
gemini-2.5-pro,Philippines,608.0,en-native,Multilingual,-0.776048308006971,-1.033613698984977,-1.0246474374926176,-1.6741180553658128
gemini-2.5-pro,Spain,724.0,es,Multilingual,1.7940105371875998,1.4596968891393582,3.627159072309556,2.3401119915143673
gemini-2.5-pro,Belgium,56.0,en,Multilingual,1.834782591552015,2.5155723011750637,3.7009564907091472,4.040071404891853
gemini-2.5-pro,Luxembourg,442.0,de,Multilingual,2.662552935618879,0.8141471039563982,5.199220813470171,1.3007768373698012
gemini-2.5-pro,Morocco,504.0,en,Multilingual,-1.3039194102692062,-1.2867129536800777,-1.9800941325872636,-2.081607855424925
gemini-2.5-pro,Kyrgyzstan,417.0,ru,Multilingual,-0.8043907215998303,-0.7609533019108184,-1.0759472060956927,-1.2351348160764177
gemini-2.5-pro,Rwanda,646.0,en-native,Multilingual,-1.0554877536004772,-1.120115774667315,-1.5304328340168638,-1.813386397214377
gemini-2.5-pro,China,156.0,zh-cn,Multilingual,0.4159661984878132,0.6387207788016475,1.132898819262942,1.0183404538706524
gemini-2.5-pro,Mexico,484.0,en,Multilingual,-0.34383619478633315,-0.6357741009244718,-0.24234351256326303,-1.0335963024883998
gemini-2.5-pro,Russia,643.0,en,Multilingual,-0.9528274179643941,0.47382227344380273,-1.3446176265155532,0.7528538602445224
gemini-2.5-pro,Algeria,12.0,en,Multilingual,-1.9557307172434335,-0.5821391978076118,-3.159872598210615,-0.9472441084702551
gemini-2.5-pro,China,156.0,en,Multilingual,-0.05729065462934202,0.5188754611006581,0.2763039151208909,0.8253894923720595
gemini-2.5-pro,Libya,434.0,en,Multilingual,-2.544201103254803,0.8257985047546315,-4.225003996891194,1.3195355926549568
gemini-2.5-pro,Switzerland,756.0,en,Multilingual,2.5927725857973223,2.5420110016104465,5.072918380293153,4.0826377125928195
gemini-2.5-pro,Macao,446.0,pt,Multilingual,-0.03429731078110558,0.9328483769762875,0.3179218674861989,1.491885886931823
gemini-2.5-pro,Singapore,702.0,zh-cn,Multilingual,1.101308866620546,0.15210883804080796,2.3733690485831884,0.23489522924570083
gemini-2.5-pro,Yemen,887.0,ar,Multilingual,-2.0721945983466035,-0.6854615631465995,-3.3706722230073525,-1.1135931166660251
gemini-2.5-pro,Nigeria,566.0,en-native,Multilingual,-1.539922662723306,-0.5310829197294622,-2.407260019529184,-0.8650435007644341
gemini-2.5-pro,Chile,152.0,en,Multilingual,0.32101083250933043,0.5686829095637171,0.9610296068418881,0.9055794843975846
gemini-2.5-pro,Hong Kong,344.0,zh-hk,Multilingual,-0.570240023380231,3.5775665452148075,-0.6521344423182182,5.749882137795841
gemini-2.5-pro,Portugal,620.0,en,Multilingual,1.3339542459713176,0.9271422409764903,2.794457185208085,1.4826990079721496
gemini-2.5-pro,Korea,410.0,ko,Multilingual,-0.24968853982400577,1.8596074135692218,-0.07193625708145046,2.9839679358464473
gemini-2.5-pro,Puerto Rico,630.0,en-native,Multilingual,0.8026473366846366,-0.48523923980383066,1.8327916793991923,-0.7912351760841674
gemini-2.5-pro,Puerto Rico,630.0,es,Multilingual,0.8026473366846366,-0.48523923980383066,1.8327916793991923,-0.7912351760841674
gemini-2.5-pro,Russia,643.0,ru,Multilingual,-0.1690483354246081,-0.16747666875488806,0.07402251288145933,-0.27963743669536983
